,name,latitude,longitude,description
237,Residència Assistida per a Gent Gran Sagrada Família 1,41.40301571654538,2.170391169544437,elderly_homes
238,Residència Assistencial per a Gent Gran Sant Gervasi per a Ancians I,41.40413436805253,2.141882031179077,elderly_homes
239,Residència Assistida per a Gent Gran L'Eixample I,41.39411150570528,2.160455087090563,elderly_homes
240,Residència Assistida per a Gent Gran Azahar,41.3971214566383,2.17058295391076,elderly_homes
241,Residència Assistida per a Gent Gran Urquinaona I,41.38913817866303,2.172469692755333,elderly_homes
242,Residència Assistida per a Gent Gran Llars Mundet,41.435755414096874,2.147158169831797,elderly_homes
243,Residència Assistida per a Gent Gran Antic de València,41.40309269126645,2.199343846212032,elderly_homes
244,Residència Assistida Sanitas Residencial Altanova - Sant Gervasi,41.41279032530361,2.131405618879633,elderly_homes
245,Residència Assistida per a Gent Gran Bruc,41.398896113007815,2.163332452484901,elderly_homes
246,Residència Assistida per a Gent Gran de la Fe,41.389129750576345,2.17813658198076,elderly_homes
247,Residència Assistida Marín,41.38749215086753,2.1512561576198372,elderly_homes
248,Residència Assistida per a Gent Gran Eixample Confort,41.382796660984766,2.15899888668618,elderly_homes
249,Residència Assistida per a Gent Gran Moll de la Fusta,41.37805079003569,2.179084080785422,elderly_homes
250,Residència Assistida per a Gent Gran Caliu,41.42021599284079,2.175061948429848,elderly_homes
251,Residència Assistida per a Gent Gran Hospital de Sant Miquel,41.43440178763568,2.146419374656116,elderly_homes
252,Residència Assistida per a Gent Gran Les Palmeres,41.39108433025623,2.170024827387189,elderly_homes
253,Residència Assistida per a Gent Gran Sidibel,41.38269631529148,2.1598060740974,elderly_homes
254,Residència Assistida per a Gent Gran Luma,41.383655546630756,2.160140916831845,elderly_homes
255,Residència Assistida Virgen de Lourdes II,41.40195316550941,2.162790622693015,elderly_homes
256,Residència Assistencial per Gent Gran Sol de Tardor,41.41687305580626,2.166059918498192,elderly_homes
257,Residència Assistida per a Gent Gran Consejo de Ciento,41.38918066594141,2.163322509555724,elderly_homes
258,Residència Assistida Sanitas Residencial Consell de Cent,41.38517732296674,2.158007378685901,elderly_homes
259,Residència Bon Eixample,41.37690222405441,2.151154072640149,elderly_homes
260,Residència Villa Mena,41.40551415710836,2.158819034384772,elderly_homes
261,Residència Geros 4,41.38588813619825,2.166545365678093,elderly_homes
262,Residència Assistida ORS,41.404633443795575,2.172549877531641,elderly_homes
263,Residència Assistida per a Gent Gran Centre Parc,41.38120535101579,2.134549650370459,elderly_homes
264,Residència Com a Casa,41.39298027772813,2.172542767714582,elderly_homes
265,Centre Residencial Colisee,41.37477903173226,2.169371824240612,elderly_homes
0,Centre de Dia,41.38822611939951,2.1801444455473122,day_centers
1,Centre de Dia,41.377311107091025,2.152939801961607,day_centers
2,Centre de Dia,41.383655546630756,2.160140916831845,day_centers
3,Centre de Dia,41.401402845473356,2.160168689162656,day_centers
4,Centre de Dia,41.41790967997398,2.151042882558331,day_centers
5,Centre de Dia,41.39977359651306,2.170604105124774,day_centers
6,Centre de Dia,41.40683525114148,2.210573618981538,day_centers
7,Servei de Suport d'Acolliment Diürn,41.403613585308136,2.167400146118,day_centers
8,Centre de Dia Gent Gran Espanya Industrial,41.377490329618915,2.140747866695032,day_centers
9,Centre de Dia,41.37332032413275,2.171568232259517,day_centers
10,Centre de Dia,41.42220221940757,2.175992299767508,day_centers
11,Centre de Dia,41.40761233943272,2.192045174762668,day_centers
12,Centre de Dia,41.44238371533115,2.180858374599101,day_centers
13,Centre de dia,41.38908790037047,2.165957929297186,day_centers
14,Centre de dia,41.41175062645051,2.199398815699002,day_centers
15,Centre de Dia,41.3971249588017,2.178064789229422,day_centers
16,Centre de Dia,41.44810796594393,2.184805240413942,day_centers
17,Centre de Dia Àgora,41.38310976128834,2.135721448761569,day_centers
18,Centre de Dia,41.42039995079151,2.201206366846522,day_centers
19,Centre de Dia i Serveis Nous Avis,41.42971733973024,2.178055484593478,day_centers
20,Centre de Dia,41.42550968113312,2.150971077511994,day_centers
21,Centre de Dia Eixample,41.3979486961973,2.174997861179807,day_centers
22,Centre de Dia,41.449850028969166,2.191359519501688,day_centers
23,Centre de Dia,41.426193760995936,2.192150372593639,day_centers
24,Centre de Dia,41.3880090728069,2.139174475491641,day_centers
25,Centre de Dia,41.396280991920605,2.170591498165976,day_centers
26,Centre de Dia per a Gent Gran Avis d'Avui,41.41822432805894,2.183911584485973,day_centers
27,Centre de Dia Barcelona - Prosperitat,41.44191746243822,2.180584369734609,day_centers
28,Centre de Dia Serveis Geriàtrics de Barcelona *Cep,41.4254318941527,2.181985213877702,day_centers
29,Centre de Dia Serveis Geriàtrics de Barcelona *Av Meridiana,41.425456792041395,2.187124388138771,day_centers
30,Centre de Dia Casa Bloc,41.44156621110705,2.190205494455182,day_centers
31,Centre de dia,41.40558018136824,2.141359477519517,day_centers
32,Centre de dia,41.38168434541249,2.187369070073599,day_centers
33,Centre de Dia,41.40145301163167,2.201968236517395,day_centers
34,Centre de dia,41.40277741914784,2.128822057534149,day_centers
35,Centre de dia,41.370446025942485,2.140372321547363,day_centers
36,Centre de Dia,41.39618969943838,2.182721574075642,day_centers
37,Centre de Dia,41.46274089501022,2.183859313706562,day_centers
38,Centre de Dia,41.399155916364066,2.205931432289405,day_centers
39,Centre de Dia,41.41279032530361,2.131405618879633,day_centers
40,Centre de Dia,41.427422379693574,2.169415737130992,day_centers
41,Centre de Dia,41.39113709219098,2.173984681361985,day_centers
42,Centre de Dia,41.39208747656267,2.16908126444182,day_centers
